property_type,sector,price,bedroom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 37,1.65,4.0,3.0,3,Relatively New,2091.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 89,1.42,3.0,3.0,2,New Property,1280.7,0.0,0.0,1.0,Low,Mid Floor
flat,sector 65,5.4,3.0,4.0,3,Moderately Old,2687.2422680412374,1.0,0.0,0.0,High,High Floor
flat,sector 85,1.87,3.0,4.0,3,Relatively New,2225.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 41,1.65,1.0,1.0,0,Moderately Old,1200.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 89,0.86,2.0,3.0,2,New Property,992.7,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,1.6,3.0,3.0,3,Relatively New,1668.8144329896909,1.0,1.0,0.0,High,Mid Floor
flat,sector 83,1.8,3.0,3.0,3,Relatively New,1713.9175257731958,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 50,2.51,3.0,3.0,3,Moderately Old,2093.0,0.0,1.0,0.0,Medium,High Floor
house,sector 25,10.85,6.0,6.0,1,Relatively New,2844.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 54,5.75,3.0,4.0,3,Relatively New,2329.0,1.0,0.0,0.0,High,High Floor
flat,sector 92,0.95,4.0,5.0,3,Relatively New,1895.0,0.0,0.0,1.0,Low,High Floor
flat,sector 85,1.2,2.0,2.0,3,Relatively New,1256.2907216494846,0.0,1.0,0.0,Medium,High Floor
flat,sector 54,1.55,3.0,3.0,3,Moderately Old,1900.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,2.0,3.0,4.0,3,Relatively New,1844.332474226804,1.0,0.0,0.0,High,Mid Floor
house,sector 6,0.75,2.0,4.0,1,Moderately Old,713.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.35,2.0,2.0,2,New Property,658.0,0.0,0.0,0.0,Low,High Floor
flat,sector 90,1.99,4.0,4.0,3,Relatively New,2454.3,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 103,1.69,3.0,3.0,3,Relatively New,1664.3041237113405,0.0,0.0,0.0,Low,Mid Floor
flat,sector 69,1.76,3.0,4.0,2,Relatively New,1668.8144329896909,0.0,0.0,0.0,High,Low Floor
flat,sector 102,0.97,2.0,2.0,2,Relatively New,825.3865979381444,0.0,0.0,1.0,Medium,High Floor
flat,sector 85,2.1,3.0,4.0,3,Relatively New,1844.332474226804,1.0,0.0,0.0,High,Mid Floor
flat,sector 67,0.95,1.0,1.0,1,Relatively New,826.0,0.0,0.0,1.0,Low,High Floor
house,sector 4,0.5,2.0,3.0,2,Old Property,540.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 4,0.39,2.0,2.0,1,Relatively New,950.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 85,1.17,2.0,2.0,3,Relatively New,1660.0,0.0,0.0,0.0,Low,High Floor
house,sector 4,0.85,3.0,3.0,0,Moderately Old,1130.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 43,3.8,3.0,3.0,3,Moderately Old,2450.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 95,0.56,2.0,2.0,2,Relatively New,1364.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 111,3.5,4.0,5.0,3,Relatively New,2700.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 2,1.18,2.0,2.0,3,Old Property,1411.7268041237114,0.0,0.0,0.0,Medium,Mid Floor
house,sector 28,2.58,4.0,2.0,2,Relatively New,1458.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 81,0.38,1.0,1.0,2,Relatively New,360.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 2,1.5,4.0,4.0,3,Old Property,1630.8,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 33,1.35,3.0,2.0,2,New Property,1170.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,0.61,3.0,2.0,2,Under Construction,1137.5,0.0,0.0,1.0,Low,Mid Floor
house,sector 52,2.25,3.0,3.0,3,New Property,1800.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 110,3.49,4.0,5.0,3,Relatively New,3067.01030927835,1.0,0.0,0.0,High,Mid Floor
house,sector 28,5.5,4.0,3.0,3,Old Property,1800.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,1.05,3.0,4.0,3,Relatively New,1620.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,1.98,3.0,4.0,3,Relatively New,2399.0,0.0,1.0,0.0,High,High Floor
flat,sector 2,1.26,2.0,2.0,3,Moderately Old,1411.7268041237114,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 4,0.46,2.0,2.0,1,Relatively New,810.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 61,2.1,3.0,3.0,3,Relatively New,1441.855670103093,0.0,0.0,0.0,Low,High Floor
flat,sector 52,1.76,4.0,4.0,3,New Property,2192.01030927835,0.0,0.0,1.0,Low,High Floor
house,sector 43,5.3,3.0,9.0,3+,Moderately Old,1935.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 69,1.42,3.0,3.0,2,Relatively New,1423.4536082474226,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,1.18,2.0,2.0,3,Relatively New,1700.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 11,0.33,2.0,2.0,N,Relatively New,761.0,0.0,0.0,1.0,Low,High Floor
flat,sector 86,1.55,3.0,3.0,3,Relatively New,1500.0,0.0,0.0,0.0,High,High Floor
flat,sector 61,2.0,3.0,3.0,2,New Property,1394.1,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 61,1.85,2.0,2.0,2,New Property,1125.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 107,0.6,3.0,2.0,2,Relatively New,750.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 72,4.1,4.0,5.0,3,New Property,2620.4896907216494,1.0,0.0,1.0,Medium,High Floor
house,sector 26,4.45,4.0,4.0,3,Old Property,1265.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 78,1.25,4.0,4.0,3,Relatively New,2300.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 83,1.25,3.0,3.0,2,Relatively New,1786.0824742268042,1.0,0.0,1.0,Medium,Low Floor
flat,sector 45,2.4,3.0,3.0,2,New Property,194.84536082474227,1.0,0.0,0.0,Low,Low Floor
flat,sector 21,1.3,5.0,5.0,2,Old Property,2400.0,1.0,1.0,0.0,Low,Low Floor
house,sector 25,6.6,6.0,7.0,3+,Moderately Old,1800.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 104,2.78,4.0,4.0,3,Relatively New,2841.494845360825,1.0,0.0,1.0,Medium,High Floor
flat,sector 110,4.49,5.0,5.0,3,Relatively New,3500.0,1.0,0.0,0.0,High,Mid Floor
house,sector 28,11.25,9.0,9.0,3+,Moderately Old,3240.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 49,2.1,3.0,3.0,3,Moderately Old,1604.25,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 33,1.15,2.0,2.0,2,New Property,83.196,0.0,0.0,0.0,Low,High Floor
flat,sector 2,0.95,2.0,2.0,3,Old Property,1274.4,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 89,0.42,2.0,2.0,2,Relatively New,766.7525773195877,0.0,0.0,1.0,Low,Mid Floor
flat,sector 61,1.41,2.0,2.0,2,New Property,1150.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 65,12.5,4.0,4.0,3+,Relatively New,3600.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 28,1.24,2.0,2.0,3,Moderately Old,1050.0,0.0,0.0,0.0,High,High Floor
house,sector 23,5.1,3.0,2.0,0,Old Property,3078.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,1.65,3.0,4.0,3,Moderately Old,1771.32,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,1.05,2.0,2.0,2,Relatively New,897.3,0.0,0.0,0.0,Low,Mid Floor
flat,sector 90,1.7,4.0,4.0,3,Moderately Old,1998.0670103092784,1.0,0.0,1.0,Low,High Floor
house,sector 86,2.5,4.0,5.0,3+,Moderately Old,3194.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 60,2.15,2.0,3.0,2,Relatively New,1250.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 56,1.85,3.0,4.0,3,Old Property,1845.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.79,3.0,2.0,3,Under Construction,975.1288659793814,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 67,0.8,1.0,1.0,N,Relatively New,610.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 48,1.6,3.0,3.0,3,Old Property,1895.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 53,6.0,3.0,4.0,3,Moderately Old,2210.0515463917527,1.0,0.0,0.0,Low,Mid Floor
house,sector 4,1.1,3.0,4.0,1,Moderately Old,990.0,0.0,0.0,1.0,Low,Low Floor
house,sector 6,0.4,4.0,2.0,2,Moderately Old,1600.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 50,2.7,3.0,3.0,3,Moderately Old,2349.8711340206187,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 37,0.8,2.0,2.0,3,Relatively New,1310.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 84,0.9,3.0,3.0,3,Relatively New,1826.6752577319587,1.0,0.0,1.0,Medium,High Floor
flat,sector 86,1.25,3.0,4.0,3,Relatively New,1740.979381443299,1.0,0.0,1.0,Medium,Low Floor
flat,sector 67,1.9,4.0,4.0,3,New Property,1984.5360824742268,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 79,1.35,2.0,2.0,3,New Property,1350.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 28,1.45,3.0,2.0,1,Relatively New,1800.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 92,0.85,3.0,2.0,2,Relatively New,1261.0,0.0,0.0,1.0,Low,High Floor
flat,sector 90,1.78,4.0,4.0,3,Relatively New,2000.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 33,9.55,6.0,7.0,3+,Relatively New,4950.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 91,0.95,2.0,2.0,2,Relatively New,1181.701030927835,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 49,1.98,3.0,4.0,3,Moderately Old,1750.75,1.0,0.0,0.0,Medium,Mid Floor
house,sector 47,0.99,1.0,4.0,3,Relatively New,576.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 28,3.5,2.0,6.0,3,Relatively New,1350.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 1,0.81,3.0,3.0,3,Moderately Old,1900.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 69,1.0,4.0,3.0,N,Relatively New,1826.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 69,2.0,4.0,4.0,2,Relatively New,1813.1443298969075,0.0,0.0,0.0,Medium,Low Floor
flat,sector 65,2.9,4.0,4.0,3,Relatively New,1975.0,1.0,0.0,0.0,High,Mid Floor
house,sector 43,1.65,4.0,4.0,3+,Moderately Old,540.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 84,1.5,3.0,3.0,3,Relatively New,1650.3737113402062,1.0,0.0,0.0,Low,High Floor
flat,sector 2,0.56,1.0,1.0,2,Moderately Old,585.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 61,3.9,3.0,4.0,3,New Property,1174.0,1.0,0.0,1.0,High,High Floor
house,sector 40,5.0,9.0,9.0,3+,Moderately Old,2367.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 109,2.15,3.0,4.0,3,Relatively New,1889.819587628866,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 51,0.3,1.0,1.0,2,Old Property,414.5257731958763,0.0,0.0,0.0,Low,Low Floor
flat,sector 109,2.3,3.0,4.0,3,New Property,2331.8298969072166,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 102,2.0,3.0,3.0,3,Relatively New,1670.618556701031,0.0,0.0,1.0,Low,Mid Floor
house,sector 40,2.15,3.0,3.0,3,Moderately Old,900.0,0.0,1.0,0.0,Low,Mid Floor
flat,sector 56,0.52,1.0,1.0,1,Old Property,473.58247422680415,0.0,0.0,0.0,Low,Low Floor
flat,sector 79,0.83,2.0,2.0,3,New Property,1377.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 72,1.9,3.0,3.0,3,Moderately Old,1781.5721649484535,1.0,0.0,0.0,Low,Mid Floor
flat,sector 47,2.15,3.0,4.0,3,Moderately Old,1950.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 102,2.04,3.0,3.0,3,Relatively New,1487.8092783505151,0.0,0.0,0.0,Medium,Low Floor
house,sector 23,5.65,7.0,7.0,3+,Moderately Old,5000.0,1.0,0.0,0.0,Medium,Low Floor
house,sector 3,0.9,3.0,1.0,0,Relatively New,1008.0,0.0,0.0,0.0,Low,Low Floor
house,sector 8,0.32,2.0,3.0,1,Relatively New,450.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 76,1.92,3.0,3.0,2,New Property,1672.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 90,1.6,4.0,4.0,3,Relatively New,2132.474226804124,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 113,1.75,2.0,2.0,2,Relatively New,1425.2577319587629,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 95,0.55,3.0,2.0,2,New Property,741.2809278350516,0.0,0.0,0.0,Medium,High Floor
flat,sector 90,1.65,4.0,4.0,3,Moderately Old,2459.9226804123714,0.0,0.0,1.0,Medium,Mid Floor
house,sector 25,4.25,3.0,2.0,3,Old Property,1350.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 103,0.93,2.0,3.0,3,Relatively New,1306.8,1.0,0.0,0.0,Medium,Mid Floor
house,sector 37,1.27,3.0,3.0,3,Relatively New,1570.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 65,2.9,4.0,4.0,N,Relatively New,1975.0,0.0,1.0,0.0,Medium,Low Floor
flat,sector 113,2.45,3.0,3.0,3,Relatively New,1890.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 70,1.3,3.0,3.0,3,Under Construction,1865.0,0.0,0.0,0.0,Medium,High Floor
flat,sohna road,0.46,2.0,2.0,2,Relatively New,639.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 2,1.45,3.0,3.0,3,Under Construction,1430.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 2,4.99,4.0,4.0,3+,Moderately Old,2642.0,1.0,1.0,0.0,Low,Mid Floor
house,sector 43,7.0,5.0,5.0,3+,Relatively New,2700.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 99,1.35,3.0,5.0,3,New Property,1801.4175257731958,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 33,1.67,3.0,2.0,2,New Property,1503.9,0.0,0.0,1.0,Medium,High Floor
flat,sector 33,1.2,2.0,2.0,3,New Property,69.777,0.0,0.0,1.0,Medium,Low Floor
flat,sector 74,2.25,3.0,3.0,2,Relatively New,1938.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 107,0.3,2.0,2.0,1,Relatively New,491.570618556701,0.0,0.0,1.0,Medium,Mid Floor
house,sector 26,17.0,5.0,6.0,3,Old Property,4518.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 79,1.33,2.0,2.0,3,Relatively New,1406.3144329896909,0.0,0.0,1.0,High,Mid Floor
house,sector 109,5.85,4.0,5.0,3+,Relatively New,2214.0,1.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.32,2.0,2.0,1,New Property,522.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 6,0.75,4.0,4.0,2,Moderately Old,480.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 74,1.5,2.0,2.0,3,Relatively New,1300.0,0.0,1.0,1.0,High,High Floor
flat,sector 107,0.35,2.0,2.0,2,Relatively New,492.3,0.0,0.0,0.0,Low,Mid Floor
flat,sector 70,1.15,2.0,2.0,3,New Property,1400.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.54,2.0,2.0,2,Under Construction,675.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.24,1.0,1.0,2,New Property,291.6,0.0,0.0,1.0,Medium,Low Floor
flat,sector 79,1.25,3.0,3.0,3,Relatively New,1341.0,0.0,0.0,0.0,Low,High Floor
flat,sector 108,1.0,2.0,2.0,2,Relatively New,2060.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 108,2.0,3.0,3.0,3,Relatively New,2109.0206185567013,1.0,0.0,0.0,Medium,High Floor
flat,sector 79,0.96,2.0,2.0,3,Relatively New,934.2427835051546,0.0,0.0,1.0,Low,Mid Floor
flat,sector 37,0.7,2.0,3.0,3,Under Construction,1294.458762886598,0.0,0.0,1.0,Medium,High Floor
house,sector 4,3.3,3.0,3.0,2,Old Property,2250.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 113,3.05,3.0,4.0,3,New Property,2600.0,1.0,0.0,0.0,High,High Floor
flat,sector 85,1.78,3.0,4.0,3,New Property,2172.1649484536083,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 104,1.9,3.0,3.0,3,Relatively New,1248.6912371134022,0.0,0.0,0.0,Medium,High Floor
flat,sector 68,0.84,2.0,2.0,2,New Property,1180.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 79,1.3,2.0,2.0,3,New Property,1418.041237113402,0.0,0.0,1.0,Low,Mid Floor
flat,sector 85,2.1,4.0,4.0,3,Relatively New,2600.0,0.0,0.0,0.0,Low,Low Floor
house,sector 13,0.62,6.0,6.0,0,Old Property,192.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 107,0.49,2.0,2.0,1,Relatively New,598.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 66,12.0,5.0,6.0,3+,Relatively New,3150.0,1.0,1.0,0.0,High,Mid Floor
flat,sector 102,1.4,3.0,3.0,3,Relatively New,1300.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 6,0.66,3.0,2.0,1,Old Property,612.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 83,1.15,3.0,2.0,3,Relatively New,1583.118556701031,0.0,0.0,0.0,Low,High Floor
flat,sector 1,0.9,3.0,3.0,3,Moderately Old,2063.0154639175257,1.0,0.0,1.0,Low,Mid Floor
flat,sector 67,2.95,3.0,3.0,3,Relatively New,2411.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 92,0.42,2.0,2.0,1,Relatively New,531.9,0.0,0.0,0.0,Low,Mid Floor
flat,sector 50,2.35,3.0,3.0,3,Moderately Old,2000.0,0.0,1.0,0.0,Medium,Mid Floor
house,sector 25,10.5,4.0,4.0,2,Old Property,3618.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 14,1.7,5.0,5.0,2,Old Property,2070.0,0.0,1.0,0.0,Medium,Low Floor
flat,sector 104,1.85,3.0,4.0,3,Relatively New,2065.721649484536,1.0,1.0,0.0,Medium,High Floor
flat,sector 65,3.29,3.0,3.0,3,New Property,1828.0,0.0,0.0,1.0,Low,High Floor
flat,sector 91,1.8,3.0,3.0,3,Relatively New,2088.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 86,1.5,3.0,3.0,3,Relatively New,1780.0,0.0,0.0,1.0,High,High Floor
flat,sector 80,1.4,3.0,4.0,2,Moderately Old,1854.0,0.0,1.0,1.0,Medium,Mid Floor
house,sector 50,7.35,4.0,4.0,3+,Moderately Old,1760.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 50,7.1,5.0,4.0,3,Moderately Old,2160.0,0.0,1.0,0.0,Medium,Low Floor
flat,sector 85,1.15,2.0,2.0,3,Relatively New,1256.2907216494846,0.0,1.0,0.0,High,High Floor
flat,sector 59,5.8,3.0,4.0,3,New Property,2722.5,1.0,0.0,0.0,Low,High Floor
flat,sector 58,4.0,3.0,4.0,3,Old Property,2164.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 89,1.2,3.0,3.0,2,New Property,1423.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 99,0.26,2.0,2.0,1,Relatively New,495.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 49,1.85,3.0,3.0,1,Moderately Old,1471.12,0.0,1.0,1.0,High,Mid Floor
flat,sohna road,0.56,2.0,2.0,3,New Property,739.8,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 59,3.9,3.0,1.0,N,Under Construction,2295.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 83,1.25,4.0,4.0,3,Moderately Old,1797.9639175257732,1.0,0.0,0.0,Medium,High Floor
flat,sector 37,1.44,3.0,3.0,3,Relatively New,1617.5515463917527,1.0,0.0,1.0,Low,Low Floor
flat,sector 37,0.6,2.0,2.0,3,Under Construction,1176.2886597938143,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 39,1.75,3.0,4.0,3,Old Property,1800.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 102,1.98,3.0,3.0,3,Relatively New,1800.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 2,1.51,3.0,4.0,3,Moderately Old,1731.958762886598,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 103,2.45,4.0,6.0,3,Relatively New,2593.4278350515465,1.0,0.0,1.0,Low,Mid Floor
flat,sector 89,1.25,3.0,3.0,2,New Property,1280.7,0.0,0.0,1.0,Low,Mid Floor
flat,sector 92,0.65,3.0,3.0,3,Moderately Old,1272.6,0.0,0.0,1.0,Low,Mid Floor
flat,sector 99,0.31,2.0,2.0,2,New Property,472.5,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 49,1.95,3.0,3.0,3,Old Property,1628.221649484536,0.0,0.0,0.0,Medium,Low Floor
flat,sector 9,0.88,3.0,3.0,2,Old Property,1317.2056701030929,0.0,0.0,0.0,Low,Low Floor
house,sector 6,1.0,6.0,4.0,0,Moderately Old,240.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 99,1.16,3.0,3.0,3,Relatively New,1790.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 81,4.2,4.0,4.0,3,Relatively New,3199.3298969072166,1.0,0.0,0.0,Medium,High Floor
flat,sector 81,0.9,3.0,3.0,N,Relatively New,1780.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 105,0.42,3.0,2.0,1,Moderately Old,675.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 54,1.75,4.0,3.0,3,Old Property,1900.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 86,1.3,3.0,3.0,3,Relatively New,1715.0,1.0,0.0,0.0,Low,High Floor
house,sector 37,2.5,5.0,5.0,3+,Relatively New,1900.0,0.0,0.0,1.0,Low,Low Floor
flat,sohna road,0.28,2.0,2.0,2,Relatively New,500.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 65,4.94,3.0,4.0,3,Moderately Old,2744.974226804124,1.0,0.0,1.0,High,High Floor
flat,sector 84,0.69,2.0,2.0,3,Relatively New,1217.7835051546392,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 92,1.42,3.0,3.0,2,Relatively New,1731.958762886598,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,1.05,3.0,2.0,2,Moderately Old,1600.0,0.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.65,2.0,2.0,2,Relatively New,1040.0773195876288,0.0,0.0,1.0,Medium,Low Floor
flat,sector 70,1.15,2.0,2.0,3,Relatively New,1217.7835051546392,0.0,0.0,0.0,Low,Mid Floor
flat,sector 76,1.46,4.0,6.0,3,New Property,2390.463917525773,1.0,0.0,1.0,Medium,Mid Floor
house,sector 11,0.9,2.0,5.0,3,Relatively New,800.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 79,1.1,2.0,2.0,3,New Property,80.28350515463917,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 79,2.55,4.0,5.0,2,New Property,2675.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 85,0.93,3.0,3.0,3,Relatively New,1587.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 23,5.5,9.0,9.0,3+,Moderately Old,4200.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 68,0.8,2.0,2.0,3,New Property,1180.0,0.0,0.0,0.0,Low,High Floor
flat,sector 89,1.3,3.0,3.0,3,New Property,1719.0,1.0,0.0,1.0,Low,Low Floor
house,sector 109,5.65,4.0,4.0,3+,New Property,5400.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 79,0.78,2.0,2.0,3,New Property,1168.1701030927836,0.0,0.0,1.0,Medium,Low Floor
flat,sector 74,1.6,2.0,2.0,2,Relatively New,1363.8840206185569,0.0,0.0,0.0,High,High Floor
flat,sector 85,2.5,4.0,5.0,3,Relatively New,16309.8,0.0,0.0,0.0,Low,High Floor
flat,sector 110,3.79,5.0,5.0,3,Relatively New,3454.896907216495,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 72,3.9,4.0,4.0,3,Relatively New,2277.744845360825,1.0,0.0,0.0,Low,High Floor
flat,sector 106,0.46,1.0,1.0,1,New Property,630.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 69,1.51,3.0,3.0,2,Relatively New,1206.7268041237112,0.0,0.0,0.0,High,Low Floor
flat,sector 36,0.85,3.0,2.0,3,New Property,675.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 90,0.5,2.0,2.0,1,New Property,585.7216494845361,0.0,0.0,1.0,Low,Mid Floor
flat,sohna road,0.65,2.0,1.0,2,New Property,739.8,0.0,0.0,1.0,Medium,Mid Floor
house,sector 57,4.7,3.0,3.0,2,Old Property,2160.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 56,0.58,1.0,1.0,1,Old Property,544.5,0.0,0.0,0.0,Medium,Low Floor
house,sector 70,6.5,4.0,4.0,3+,New Property,2332.0,1.0,0.0,0.0,High,Low Floor
flat,sector 70,1.65,2.0,2.0,3,New Property,1138.40206185567,0.0,0.0,1.0,Medium,High Floor
flat,sector 65,1.99,2.0,2.0,2,Relatively New,1136.59793814433,0.0,0.0,1.0,Low,High Floor
flat,sector 79,0.8,2.0,2.0,2,New Property,1367.1,0.0,0.0,0.0,Low,High Floor
flat,sector 61,3.6,4.0,4.0,3,Moderately Old,2571.778350515464,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 37,1.0,3.0,3.0,3,Relatively New,1250.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 82,1.85,3.0,3.0,3,Relatively New,1503.5046391752578,0.0,0.0,0.0,Low,Low Floor
flat,sector 71,0.65,2.0,2.0,1,Relatively New,532.1087628865979,0.0,0.0,0.0,Low,Mid Floor
flat,sector 22,3.5,3.0,4.0,3,New Property,1800.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 79,1.95,3.0,4.0,3,New Property,1536.859793814433,1.0,0.0,1.0,Low,Mid Floor
flat,sector 74,2.45,3.0,3.0,3,Relatively New,1800.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 79,1.28,3.0,3.0,3,Relatively New,1150.7955824742269,0.0,0.0,0.0,Medium,High Floor
flat,sector 81,1.45,3.0,2.0,3,Relatively New,1235.6113402061856,0.0,0.0,1.0,Low,Mid Floor
flat,sector 65,5.9,3.0,3.0,3,Relatively New,3033.634020618557,1.0,0.0,0.0,Medium,High Floor
flat,sector 54,6.75,4.0,4.0,2,Moderately Old,2704.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 46,4.5,6.0,6.0,3+,Moderately Old,1845.0,0.0,1.0,0.0,Medium,Mid Floor
