property_type,sector,price,bedroom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
house,sector 50,13.2,6.0,6.0,0,Moderately Old,4861.0,0.0,0.0,1.0,Low,Low Floor
house,sector 7,2.43,4.0,4.0,2,Old Property,345.0,0.0,1.0,1.0,Low,Mid Floor
house,sector 25,6.5,4.0,3.0,3,Moderately Old,1800.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 95,0.29,2.0,2.0,2,Relatively New,505.1546391752577,0.0,0.0,1.0,Medium,High Floor
flat,sector 83,0.78,2.0,2.0,2,Relatively New,850.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 85,1.75,3.0,3.0,2,Relatively New,1825.0,0.0,0.0,0.0,Low,High Floor
flat,sector 12,0.53,3.0,3.0,2,Relatively New,992.2680412371134,0.0,0.0,0.0,Low,Low Floor
house,sohna road road,6.25,3.0,3.0,0,Moderately Old,9000.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 67,4.75,4.0,4.0,3,Relatively New,3200.0,1.0,1.0,0.0,High,Low Floor
flat,sector 33,1.27,2.0,2.0,3,New Property,1247.5515463917527,0.0,0.0,1.0,Low,Mid Floor
flat,sector 37,0.9,3.0,3.0,3,Under Construction,1500.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 69,1.4,3.0,3.0,1,Relatively New,1387.371134020619,0.0,0.0,0.0,High,High Floor
flat,sector 109,1.8,3.0,3.0,2,Moderately Old,1718.8427835051548,1.0,0.0,1.0,Medium,Low Floor
house,sector 11,0.44,3.0,2.0,1,Relatively New,103.5,0.0,0.0,1.0,Low,Low Floor
house,sector 38,3.5,3.0,2.0,3,Moderately Old,1458.0,0.0,1.0,0.0,Medium,Low Floor
flat,sector 91,1.8,4.0,3.0,3,Relatively New,2088.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 90,1.42,4.0,4.0,3,Moderately Old,2132.474226804124,1.0,1.0,1.0,Low,Mid Floor
flat,sector 83,1.33,4.0,4.0,3,Relatively New,1977.9639175257728,1.0,0.0,1.0,Low,Mid Floor
flat,sector 85,1.38,3.0,4.0,2,Relatively New,1616.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 25,8.0,5.0,5.0,3,Old Property,4680.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 85,1.2,2.0,2.0,3,Relatively New,1479.381443298969,0.0,0.0,0.0,High,High Floor
flat,sector 107,0.98,2.0,2.0,3,Relatively New,1167.0814432989691,0.0,0.0,0.0,High,Mid Floor
flat,sector 82,0.81,2.0,2.0,2,Relatively New,1172.680412371134,0.0,0.0,0.0,Medium,High Floor
flat,sector 80,1.4,3.0,4.0,2,Moderately Old,1922.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 85,1.05,2.0,2.0,1,Relatively New,97.0,0.0,0.0,1.0,Low,High Floor
flat,sohna road,0.29,2.0,2.0,1,Relatively New,467.1,0.0,0.0,1.0,Low,Mid Floor
house,sector 25,16.0,6.0,5.0,2,Relatively New,6000.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 62,0.9,1.0,1.0,N,Relatively New,639.0,0.0,0.0,1.0,Low,Low Floor
house,sector 103,2.25,3.0,5.0,3+,Relatively New,3534.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 65,5.5,3.0,4.0,3,Relatively New,2803.0,1.0,0.0,1.0,Low,Mid Floor
house,sector 56,2.95,2.0,2.0,0,Moderately Old,1458.0,0.0,0.0,0.0,Low,Low Floor
house,sector 7,1.35,4.0,5.0,0,Old Property,330.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 65,2.35,3.0,3.0,3,Relatively New,1485.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 106,1.4,4.0,6.0,3,Relatively New,1535.0,1.0,0.0,1.0,High,Mid Floor
flat,sohna road,0.28,1.0,1.0,1,New Property,359.1,0.0,0.0,0.0,Low,Mid Floor
flat,sector 112,0.7,2.0,2.0,2,Relatively New,1498.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.95,2.0,2.0,3,New Property,1036.9469072164948,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,0.85,3.0,2.0,2,Relatively New,1300.0,0.0,0.0,1.0,Low,High Floor
flat,sector 70,1.68,3.0,3.0,3,New Property,1900.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 36,0.82,3.0,2.0,2,New Property,780.0644329896907,0.0,0.0,1.0,Low,Low Floor
flat,sector 57,1.5,3.0,2.0,3,Moderately Old,221.4,0.0,0.0,0.0,Medium,Low Floor
flat,sector 70,1.55,3.0,5.0,3,Relatively New,1401.9603092783505,1.0,0.0,0.0,High,Mid Floor
flat,sector 112,6.5,4.0,5.0,3,Relatively New,4800.0,0.0,0.0,1.0,Medium,High Floor
house,sector 66,12.0,5.0,6.0,3+,New Property,3150.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 107,0.8,2.0,2.0,3,New Property,1232.2164948453608,0.0,0.0,1.0,Medium,High Floor
flat,sector 59,4.25,3.0,4.0,3,Under Construction,2070.2319587628867,0.0,0.0,1.0,Low,Mid Floor
flat,sector 90,0.47,2.0,2.0,1,New Property,621.0,0.0,0.0,0.0,Low,Low Floor
house,sector 109,9.5,5.0,5.0,3+,Relatively New,3600.0,1.0,1.0,1.0,Medium,Low Floor
flat,sector 37,1.67,4.0,4.0,3,Relatively New,2091.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 66,1.9,3.0,4.0,2,Relatively New,1850.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 33,1.75,3.0,3.0,N,New Property,1996.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 92,0.8,4.0,4.0,3,Moderately Old,1533.6,0.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.24,2.0,2.0,1,Relatively New,514.1752577319588,0.0,0.0,0.0,Low,High Floor
house,sector 12,1.35,2.0,5.0,1,Old Property,2052.0,0.0,0.0,1.0,Low,Mid Floor
flat,sohna road,0.26,2.0,2.0,2,New Property,518.4,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 65,3.5,4.0,4.0,3,Relatively New,1975.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 60,3.05,3.0,3.0,3,Relatively New,2300.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 81,0.65,2.0,2.0,2,Moderately Old,901.7128865979382,0.0,0.0,0.0,Medium,High Floor
flat,sector 67,3.4,3.0,4.0,3,Relatively New,2358.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 92,1.6,3.0,4.0,3,Relatively New,1615.0,1.0,0.0,0.0,High,Mid Floor
house,sector 57,3.3,4.0,3.0,3+,Moderately Old,1665.0,1.0,1.0,1.0,High,Low Floor
house,sector 26,4.0,4.0,4.0,3,Old Property,1350.0,0.0,1.0,0.0,Low,Low Floor
flat,sector 37,1.08,3.0,3.0,3,Relatively New,1700.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 104,1.16,3.0,4.0,3,Relatively New,1634.4,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 65,5.2,3.0,3.0,3,Relatively New,2687.2422680412374,1.0,0.0,0.0,Medium,High Floor
flat,sector 56,1.65,3.0,3.0,3,Moderately Old,2124.355670103093,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 86,1.3,2.0,3.0,3,Relatively New,765.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 26,6.0,3.0,5.0,3+,Old Property,1800.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 104,2.55,4.0,4.0,3,Relatively New,2298.2474226804125,1.0,0.0,0.0,High,High Floor
flat,sector 81,2.2,3.0,3.0,3,Relatively New,1570.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 90,1.21,3.0,3.0,3,Relatively New,1575.90206185567,0.0,0.0,1.0,Medium,High Floor
flat,sector 85,1.2,2.0,2.0,3,Relatively New,1357.2268041237114,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 102,1.45,3.0,3.0,3,Relatively New,1488.40206185567,1.0,0.0,1.0,High,Mid Floor
flat,sector 71,1.12,3.0,4.0,3,Moderately Old,1625.5154639175255,1.0,0.0,1.0,Medium,Low Floor
flat,sector 102,1.8,3.0,3.0,3,Relatively New,1526.2886597938143,0.0,0.0,1.0,Medium,Low Floor
flat,sector 71,1.16,3.0,3.0,3,Moderately Old,1572.2938144329896,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 69,1.7,4.0,4.0,2,Relatively New,1813.1443298969075,0.0,0.0,0.0,Medium,Low Floor
flat,sector 83,1.76,3.0,3.0,3,Relatively New,1500.0,1.0,0.0,0.0,High,Mid Floor
flat,sohna road,0.72,2.0,2.0,3,Relatively New,1137.6,0.0,0.0,0.0,High,Mid Floor
flat,sector 69,1.68,3.0,3.0,2,Relatively New,1504.639175257732,0.0,0.0,0.0,High,Low Floor
flat,sector 83,1.25,3.0,2.0,1,Relatively New,1648.5180412371135,1.0,1.0,0.0,High,Mid Floor
flat,sector 37,0.99,3.0,3.0,1,New Property,1637.2422680412371,1.0,0.0,0.0,Low,Mid Floor
flat,sector 63,3.23,3.0,3.0,3,New Property,1202.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 84,1.48,3.0,3.0,2,New Property,1484.361855670103,1.0,1.0,0.0,Medium,Low Floor
flat,sector 37,1.05,3.0,3.0,3,New Property,1500.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 83,0.75,3.0,3.0,3,New Property,1054.381443298969,0.0,0.0,0.0,Low,Mid Floor
flat,sector 112,5.6,4.0,6.0,3,Relatively New,3655.35,1.0,0.0,0.0,High,Mid Floor
flat,sector 78,4.75,3.0,3.0,2,Moderately Old,2813.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 107,0.28,2.0,2.0,2,Relatively New,440.1,0.0,0.0,1.0,Low,High Floor
flat,sector 55,1.44,3.0,3.0,2,Moderately Old,1700.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 113,1.85,3.0,2.0,2,New Property,1424.3556701030927,0.0,0.0,1.0,Low,Mid Floor
flat,sector 90,1.9,4.0,4.0,3,Relatively New,2264.961340206186,1.0,1.0,0.0,High,High Floor
house,sector 50,7.0,4.0,4.0,2,Old Property,2160.0,1.0,0.0,0.0,Low,Low Floor
house,sector 6,0.85,2.0,2.0,0,Moderately Old,990.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,0.75,3.0,2.0,2,New Property,1298.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 92,0.62,2.0,2.0,2,New Property,1498.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 33,1.4,3.0,2.0,3,New Property,104.09948453608249,0.0,0.0,1.0,Medium,High Floor
flat,sohna road,0.85,3.0,2.0,2,New Property,1080.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 79,1.2,3.0,3.0,3,Relatively New,1071.3147010309278,0.0,0.0,0.0,High,High Floor
house,sector 26,12.5,5.0,5.0,3+,Old Property,3240.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 102,1.92,3.0,3.0,3,Relatively New,1800.0,1.0,1.0,0.0,Medium,High Floor
house,sector 3,0.6,1.0,1.0,0,Relatively New,1000.0,0.0,0.0,0.0,Low,Low Floor
house,sector 39,1.7,2.0,2.0,3+,Moderately Old,900.0,1.0,1.0,0.0,Low,Mid Floor
flat,sector 111,0.96,2.0,2.0,1,Relatively New,1333.2474226804125,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 89,1.55,3.0,2.0,3,Moderately Old,1398.1958762886595,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 82,1.75,4.0,5.0,3,Relatively New,2535.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 104,1.95,3.0,3.0,3,New Property,2061.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.4,2.0,2.0,2,Relatively New,697.367881443299,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 77,1.5,3.0,3.0,3,Relatively New,1183.6448453608248,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 95,0.25,1.0,1.0,1,New Property,342.7835051546392,0.0,0.0,1.0,Low,Mid Floor
flat,sector 82,0.86,3.0,3.0,3,Moderately Old,1120.1742268041237,0.0,0.0,0.0,Medium,Mid Floor
house,sector 70,6.0,5.0,4.0,3,New Property,2700.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 2,4.95,6.0,5.0,3+,Relatively New,2430.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 91,0.89,2.0,2.0,3,Relatively New,1173.2474226804125,0.0,0.0,0.0,Low,Mid Floor
flat,sector 99,0.92,2.0,2.0,3,Under Construction,1231.3144329896909,0.0,0.0,1.0,Medium,High Floor
house,sector 43,5.25,4.0,4.0,2,Old Property,1935.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 81,4.0,4.0,5.0,3,Relatively New,3788.659793814433,1.0,0.0,0.0,Medium,High Floor
flat,sector 65,3.67,3.0,3.0,2,Relatively New,2040.0,1.0,0.0,1.0,Low,High Floor
flat,sector 37,0.98,3.0,4.0,3,Relatively New,1498.121134020619,1.0,0.0,1.0,Low,Mid Floor
flat,sector 33,1.2,2.0,2.0,3,New Property,900.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 65,3.5,3.0,3.0,3,New Property,2054.0,1.0,0.0,0.0,High,High Floor
flat,sector 3,0.3,2.0,2.0,1,Relatively New,607.5,0.0,0.0,0.0,Low,Low Floor
flat,sector 69,0.6,2.0,1.0,1,Relatively New,473.4,0.0,0.0,0.0,Low,High Floor
flat,sector 110,3.25,4.0,4.0,3,Relatively New,3067.01030927835,1.0,0.0,0.0,Medium,High Floor
flat,sector 81,0.5,2.0,2.0,1,New Property,570.6,0.0,0.0,0.0,Medium,High Floor
flat,sector 79,1.7,3.0,2.0,3,Relatively New,1570.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,1.0,4.0,3.0,2,Relatively New,1755.0,0.0,0.0,0.0,Low,Low Floor
flat,sohna road,0.26,1.0,1.0,1,New Property,354.6,0.0,0.0,1.0,Low,Mid Floor
flat,sector 22,4.78,3.0,4.0,3,Relatively New,2500.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 102,1.35,3.0,3.0,3,Relatively New,1204.3620309278351,1.0,0.0,0.0,Medium,Mid Floor
house,sector 33,11.5,5.0,6.0,3+,Relatively New,4680.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 102,1.55,3.0,4.0,3,Relatively New,1204.3620309278351,1.0,0.0,0.0,High,Mid Floor
flat,sector 67,4.5,4.0,4.0,3,Relatively New,3160.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 78,1.2,1.0,2.0,2,Under Construction,767.4948453608247,0.0,0.0,1.0,Low,High Floor
flat,sector 84,2.28,4.0,4.0,3,Relatively New,2718.840206185567,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 86,1.3,3.0,3.0,3,Moderately Old,1740.979381443299,1.0,0.0,1.0,Medium,High Floor
flat,sector 81,2.4,3.0,4.0,3,New Property,2399.4845360824743,1.0,0.0,0.0,High,Mid Floor
flat,sector 37,0.9,3.0,3.0,2,Relatively New,1185.0,0.0,0.0,0.0,Low,High Floor
flat,sector 95,0.46,2.0,2.0,N,Relatively New,990.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 88,1.15,2.0,2.0,1,New Property,97.56,0.0,0.0,1.0,Medium,High Floor
flat,sector 50,3.25,3.0,4.0,3,Old Property,2283.3,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 74,1.54,2.0,2.0,3,Relatively New,1200.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 92,1.19,4.0,3.0,3,Relatively New,2052.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 92,1.7,3.0,4.0,2,Relatively New,1470.360824742268,0.0,0.0,1.0,Medium,Low Floor
flat,sector 81,1.15,3.0,2.0,3,Relatively New,1325.6113402061856,0.0,0.0,0.0,Medium,Mid Floor
house,sector 23,2.8,5.0,5.0,3+,Old Property,1557.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 104,1.2,3.0,2.0,3,Relatively New,1301.4,0.0,0.0,0.0,Medium,High Floor
flat,sector 65,2.29,2.0,2.0,3,Under Construction,1289.7,0.0,0.0,1.0,Low,Mid Floor
flat,sector 47,1.8,4.0,4.0,3,Moderately Old,2568.092783505155,0.0,1.0,0.0,Medium,Mid Floor
house,sector 4,1.25,2.0,3.0,0,Moderately Old,160.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 90,1.27,3.0,3.0,3,Relatively New,1500.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 24,4.25,3.0,4.0,3,Old Property,2863.498969072165,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 68,1.13,2.0,2.0,3,Relatively New,1130.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 65,2.25,3.0,3.0,3,Relatively New,1488.40206185567,1.0,0.0,1.0,High,Mid Floor
flat,sector 95,0.56,2.0,2.0,2,Relatively New,1230.4123711340208,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 69,0.9,3.0,2.0,3,Relatively New,1193.4,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 89,0.5,2.0,2.0,1,Relatively New,672.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 109,2.22,3.0,4.0,3,Relatively New,1860.0,1.0,1.0,0.0,Low,High Floor
flat,sector 89,1.25,3.0,3.0,N,New Property,1423.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 69,1.55,3.0,3.0,2,Relatively New,1423.4536082474226,0.0,0.0,0.0,High,Mid Floor
flat,sector 102,1.82,3.0,4.0,3,Moderately Old,1751.8041237113405,1.0,0.0,0.0,Medium,High Floor
flat,sector 108,3.35,3.0,4.0,2,New Property,2525.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 69,1.4,3.0,3.0,1,Relatively New,1414.4329896907218,0.0,0.0,0.0,Medium,High Floor
flat,sector 99,0.95,2.0,3.0,3,Relatively New,1305.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 109,6.0,4.0,4.0,3+,Relatively New,2430.0,1.0,1.0,1.0,High,Low Floor
flat,sector 104,0.65,3.0,2.0,2,New Property,686.6999999999999,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 63,3.7,3.0,3.0,3,Under Construction,2160.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 57,8.0,5.0,4.0,3,Relatively New,2700.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 78,0.75,2.0,2.0,1,Moderately Old,1239.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 109,1.2,3.0,2.0,2,Relatively New,1695.8762886597938,0.0,0.0,0.0,High,Mid Floor
flat,sohna road,0.93,2.0,2.0,2,Under Construction,1000.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 84,0.3,1.0,1.0,1,New Property,405.0,0.0,0.0,0.0,Low,High Floor
flat,sector 92,0.78,2.0,2.0,3,Relatively New,770.5412371134021,0.0,0.0,0.0,Low,Low Floor
flat,sector 95,0.41,2.0,2.0,2,New Property,670.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 91,1.65,4.0,4.0,3,Moderately Old,2132.474226804124,1.0,0.0,1.0,Medium,High Floor
flat,sector 90,1.24,3.0,3.0,3,Relatively New,1600.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 69,1.95,4.0,4.0,2,Relatively New,1813.1443298969075,0.0,0.0,0.0,High,Low Floor
flat,sector 33,1.45,3.0,2.0,3,Under Construction,118.0,0.0,0.0,1.0,Medium,High Floor
house,sector 26,5.8,4.0,3.0,2,Relatively New,1800.0,0.0,1.0,0.0,Low,Low Floor
house,sector 3,0.95,4.0,3.0,2,Old Property,1070.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 28,5.5,4.0,5.0,3,Moderately Old,3395.360824742268,1.0,0.0,0.0,Low,Mid Floor
flat,sector 2,0.4,1.0,1.0,1,Moderately Old,450.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 69,0.74,3.0,3.0,1,Under Construction,1206.0567010309278,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 107,0.28,2.0,2.0,2,Relatively New,440.1,0.0,0.0,1.0,Low,Mid Floor
flat,sector 71,1.1,3.0,4.0,3,Moderately Old,1625.5154639175255,1.0,0.0,1.0,Low,Mid Floor
flat,sector 61,2.17,3.0,3.0,3,Under Construction,1394.1,0.0,0.0,1.0,Low,Low Floor
flat,sector 90,1.25,3.0,3.0,3,Moderately Old,1536.2113402061857,1.0,0.0,1.0,Low,High Floor
house,sector 72,8.5,5.0,6.0,3+,Relatively New,6300.0,1.0,1.0,0.0,Medium,Mid Floor
house,sector 31,4.6,2.0,2.0,2,Moderately Old,1426.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 81,2.25,3.0,3.0,3,Relatively New,1600.0,1.0,0.0,0.0,Low,High Floor
house,sector 17,0.29,2.0,1.0,0,Old Property,891.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 56,1.55,3.0,3.0,3,Moderately Old,1900.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 67,0.62,2.0,2.0,2,Relatively New,470.7,0.0,0.0,0.0,Medium,Low Floor
flat,sector 52,5.0,5.0,7.0,3,Moderately Old,4680.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 36,0.5,1.0,1.0,1,New Property,600.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 92,0.95,4.0,3.0,3,New Property,1759.020618556701,0.0,0.0,1.0,Low,High Floor
flat,sector 85,2.13,4.0,4.0,3,Relatively New,2600.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 28,2.2,3.0,4.0,3,Moderately Old,1584.0,1.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.3,2.0,2.0,N,Relatively New,567.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 50,8.0,4.0,3.0,3,Moderately Old,8100.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 55,5.6,6.0,4.0,3,Old Property,2700.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 108,0.7,2.0,2.0,1,Moderately Old,1468.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 109,1.4,3.0,3.0,3,Relatively New,1578.6082474226805,0.0,0.0,1.0,Medium,Mid Floor
house,sector 23,1.2,3.0,2.0,2,New Property,1500.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 37,1.98,3.0,3.0,3,New Property,1976.417525773196,0.0,0.0,0.0,Low,High Floor
flat,sector 103,2.36,4.0,6.0,3,Relatively New,2453.213917525773,1.0,0.0,0.0,High,Mid Floor
flat,sector 102,0.45,2.0,2.0,1,Relatively New,510.1954639175258,0.0,0.0,0.0,Medium,High Floor
flat,sector 48,1.76,3.0,3.0,3,Moderately Old,1576.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 102,2.4,4.0,4.0,3,Relatively New,1950.2577319587629,0.0,0.0,1.0,Medium,High Floor
flat,sector 102,1.42,3.0,3.0,3,Relatively New,1204.3620309278351,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 50,6.0,4.0,3.0,3,Moderately Old,3969.0721649484535,1.0,0.0,0.0,Low,Mid Floor
house,sector 7,2.25,3.0,3.0,2,Old Property,1440.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 86,0.6,3.0,2.0,2,New Property,675.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 70,1.9,4.0,3.0,3,New Property,1710.0,0.0,1.0,0.0,Medium,Low Floor
flat,sector 37,1.0,3.0,3.0,3,Under Construction,1691.3659793814434,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 70,1.3,2.0,2.0,3,Moderately Old,1274.9639175257732,0.0,0.0,0.0,Low,High Floor
flat,sector 53,6.44,4.0,4.0,3,Moderately Old,3057.9896907216494,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 70,1.18,2.0,2.0,3,New Property,1400.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 72,3.09,5.0,5.0,3+,Relatively New,3653.0,1.0,0.0,0.0,Low,High Floor
flat,sohna road,0.25,2.0,2.0,N,Relatively New,481.0,0.0,0.0,0.0,Low,Low Floor
house,sector 76,1.75,4.0,4.0,0,New Property,2520.0,0.0,0.0,0.0,Low,High Floor
house,sector 3,0.55,2.0,1.0,0,Relatively New,1100.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 102,1.95,3.0,3.0,3,New Property,1465.3092783505151,0.0,0.0,0.0,High,Mid Floor
house,sector 26,16.0,4.0,4.0,3,Relatively New,2660.0,0.0,1.0,1.0,Low,Low Floor
house,sector 8,0.62,3.0,1.0,0,Moderately Old,550.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 81,0.87,2.0,2.0,3,Relatively New,1300.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 102,4.55,4.0,4.0,3,Relatively New,4630.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 30,0.85,2.0,2.0,1,Old Property,594.9,0.0,0.0,0.0,Low,Low Floor
flat,sector 37,1.1,2.0,2.0,2,Relatively New,1006.2,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 3,0.26,2.0,1.0,2,Relatively New,554.2216494845361,0.0,0.0,1.0,Low,Low Floor
flat,sector 65,2.8,4.0,4.0,3,Relatively New,1975.0,1.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.3,2.0,2.0,2,New Property,545.1752577319587,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 71,1.2,3.0,3.0,3,Relatively New,1461.340206185567,0.0,0.0,0.0,Low,Mid Floor
flat,sector 28,6.0,3.0,3.0,2,Moderately Old,2416.5,1.0,0.0,0.0,Low,Mid Floor
flat,sector 70,1.69,3.0,3.0,3,New Property,1900.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 77,1.4,3.0,3.0,3,Relatively New,1735.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 84,0.49,2.0,2.0,2,Relatively New,1014.819587628866,0.0,0.0,1.0,Medium,High Floor
flat,sector 91,2.0,4.0,4.0,3,Moderately Old,2459.9226804123714,1.0,0.0,1.0,Medium,High Floor
flat,sector 89,1.5,3.0,3.0,3,Relatively New,1916.881443298969,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 37,1.2,3.0,2.0,1,Under Construction,1900.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 86,1.45,3.0,2.0,3,Relatively New,1480.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,1.06,2.0,2.0,2,Relatively New,1507.3453608247423,0.0,0.0,1.0,Low,High Floor
flat,sector 104,1.85,3.0,3.0,3,Relatively New,2065.721649484536,1.0,0.0,1.0,High,High Floor
flat,sector 48,1.86,3.0,3.0,3,Moderately Old,2192.01030927835,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 70,1.1,2.0,2.0,2,New Property,940.9402061855668,0.0,0.0,0.0,Low,Low Floor
flat,sector 70,1.9,3.0,3.0,3,New Property,1759.020618556701,1.0,1.0,1.0,Low,Mid Floor
flat,sector 1,0.85,3.0,3.0,N,Moderately Old,2200.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 67,2.08,3.0,3.0,2,Under Construction,1557.860824742268,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 108,1.36,3.0,2.0,3,Relatively New,1236.6123711340206,1.0,0.0,0.0,Medium,Low Floor
flat,sector 107,1.45,3.0,4.0,3,Relatively New,1900.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 71,0.95,2.0,2.0,2,Moderately Old,1080.6701030927836,0.0,0.0,0.0,Medium,Mid Floor
